Ticker,Name,Market,MarketCap,PER,PBR,EPS,DividendYield,Beta,52WeekHigh,52WeekLow,Volume,AverageVolume
088910.KQ,동우팜투테이블,KOSDAQ,52601008128.0,,,,,0.33,2345.0,1800.0,18521.0,26815.0
094170.KQ,동운아나텍,KOSDAQ,422372245504.0,,,,0.33,1.368,23950.0,14672.728,83516.0,123199.0
013120.KQ,동원개발,KOSDAQ,234284892160.0,,,,3.1,0.458,3620.0,2150.0,25877.0,66962.0
109860.KQ,동일금속,KOSDAQ,64797663232.0,,,,,,9640.0,7510.0,187.0,2574.0
032960.KQ,동일기연,KOSDAQ,51225665536.0,,,,0.32,0.679,18970.0,9468.599,3581.0,54170.0
023790.KQ,동일스틸럭스,KOSDAQ,37227429888.0,,,,,,4400.0,663.0,514006.0,4149829.0
005290.KQ,동진쎄미켐,KOSDAQ,1624698126336.0,,,,1.9,1.23,47250.0,20200.0,314435.0,560490.0
025900.KQ,동화기업,KOSDAQ,397489995776.0,,,,,0.431,14880.0,7700.0,46559.0,95297.0
131970.KQ,두산테스나,KOSDAQ,787817889792.0,,,,,,55400.0,22050.0,214496.0,352940.0
073190.KQ,듀오백,KOSDAQ,17712564224.0,,,,,0.913,4105.0,1520.0,5037.0,37551.0
176750.KQ,듀켐바이오,KOSDAQ,266156851200.0,,,,,0.01,16760.0,7070.0,24334.0,47540.0
030350.KQ,드래곤플라이,KOSDAQ,13497395200.0,,,,,,1700.0,859.0,0.0,0.0
203650.KQ,드림시큐리티,KOSDAQ,154638319616.0,,,,,0.754,2215.0,1415.0,320211.0,1092568.0
223250.KQ,드림씨아이에스,KOSDAQ,104717025280.0,,,,,0.405,5500.0,2435.0,305837.0,533016.0
060570.KQ,드림어스컴퍼니,KOSDAQ,117834104832.0,,,,,0.718,2450.0,1380.0,53824.0,141708.0
362990.KQ,드림인사이트,KOSDAQ,29022003200,,,,1.13,-0.029,2840.0,1570.0,753521.0,139215.0
016670.KQ,디모아,KOSDAQ,24775518208,,,,,,8960.0,3265.0,7640.0,33297.0
187870.KQ,디바이스,KOSDAQ,93312679936,,,,1.42,1.254,15300.0,9660.0,30085.0,29958.0
489730.KQ,디비금융제13호스팩,KOSDAQ,12917279744,,,,,,4500.0,1925.0,8387.0,9608.0
0004Y0.KQ,디비금융제14호스팩,KOSDAQ,10614054912,,,,,,2270.0,1982.0,38415.0,16623.0
110990.KQ,디아이티,KOSDAQ,243651330048,,,,2.88,1.163,19470.0,9700.0,208704.0,209956.0
263690.KQ,디알젬,KOSDAQ,59271606272,,,,2.94,0.422,7300.0,4990.0,12214.0,114341.0
214680.KQ,디알텍,KOSDAQ,140612632576,,,,,0.043,2680.0,1560.0,364322.0,501283.0
347850.KQ,디앤디파마텍,KOSDAQ,4095003590656,,,,,,342500.0,33550.0,1960200.0,810224.0
263720.KQ,디앤씨미디어,KOSDAQ,159129419776,,,,,0.971,24450.0,12620.0,25404.0,30020.0
376300.KQ,디어유,KOSDAQ,758442098688,,,,0.67,0.95,63200.0,29250.0,52512.0,190065.0
109740.KQ,디에스케이,KOSDAQ,187830927360,,,,,,9280.0,3600.0,66418.0,122014.0
031860.KQ,디에이치엑스컴퍼니,KOSDAQ,12377571328,,,,,0.608,1899.0,685.0,57474.0,431262.0
196490.KQ,디에이테크놀로지,KOSDAQ,0,,,,,,203.0,203.0,,
066900.KQ,디에이피,KOSDAQ,31734071296,,,,,,3260.0,1760.0,9582.0,141025.0
092070.KQ,디엔에프,KOSDAQ,147769901056,,,,,,17600.0,7470.0,49510.0,75860.0
039840.KQ,디오,KOSDAQ,221489364992,,,,,0.705,21200.0,15130.0,24215.0,31261.0
219550.KQ,디와이디,KOSDAQ,1251106048,,,,,1.077,19900.0,200.0,0.0,130514.0
310870.KQ,디와이씨,KOSDAQ,25919918080,,,,1.6,0.46,1946.0,1153.0,33080.0,140642.0
104460.KQ,디와이피엔에프,KOSDAQ,129305231360,,,,,,21000.0,10640.0,31159.0,34971.0
079810.KQ,디이엔티,KOSDAQ,112147873792,,,,,,8300.0,4580.0,90293.0,108263.0
113810.KQ,디젠스,KOSDAQ,26852886528,,,,2.43,0.205,2600.0,549.0,198823.0,2037242.0
043360.KQ,디지아이,KOSDAQ,18281836544,,,,,,2860.0,1650.0,7352.0,17304.0
197140.KQ,디지캡,KOSDAQ,25992308736,,,,,0.641,2820.0,1829.0,5584.0,13481.0
068930.KQ,디지털대성,KOSDAQ,199147356160,,,,6.58,,8570.0,6450.0,48796.0,55664.0
033130.KQ,디지틀조선,KOSDAQ,56229629952,,,,,,1964.0,1358.0,92741.0,106437.0
105740.KQ,디케이락,KOSDAQ,94467661824,,,,2.62,0.678,11540.0,6020.0,147056.0,286974.0
263020.KQ,디케이앤디,KOSDAQ,44377534464,,,,1.56,0.836,3410.0,2765.0,72505.0,89986.0
290550.KQ,디케이티,KOSDAQ,136608399360,,,,,0.511,9570.0,5990.0,94874.0,262818.0
066670.KQ,디티씨,KOSDAQ,42305122304,,,,,,3570.0,2470.0,29929.0,129880.0
187220.KQ,디티앤씨,KOSDAQ,29619077120,,,,,0.649,4430.0,2475.0,31364.0,140338.0
383930.KQ,디티앤씨알오,KOSDAQ,44233080832,,,,,2.978,9370.0,2600.0,253011.0,61984.0
131180.KQ,딜리,KOSDAQ,25813993472,,,,,,1100.0,770.0,3984.0,35799.0
315640.KQ,딥노이드,KOSDAQ,90241703936,,,,,0.634,9090.0,3690.0,35201.0,133052.0
317120.KQ,라닉스,KOSDAQ,18324418560,,,,,0.82,5360.0,1491.0,153507.0,2303327.0
462510.KQ,라메디텍,KOSDAQ,58502336512,,,,,,9980.0,6490.0,45799.0,274112.0
042510.KQ,라온시큐어,KOSDAQ,102547308544,,,,,0.872,13810.0,1650.0,36176.0,85023.0
232680.KQ,라온테크,KOSDAQ,87028097024,,,,0.68,0.835,11760.0,5680.0,41272.0,167609.0
418420.KQ,라온텍,KOSDAQ,114537611264,,,,,0.048,7120.0,2270.0,78914.0,346736.0
300120.KQ,라온피플,KOSDAQ,56634933248,,,,,1.036,5500.0,2550.0,83263.0,56317.0
171120.KQ,라이온켐텍,KOSDAQ,73415057408,,,,4.81,0.252,3250.0,2015.0,19386.0,49523.0
388790.KQ,라이콤,KOSDAQ,71197499392,,,,,0.421,3630.0,2020.0,110716.0,490636.0
214260.KQ,라파스,KOSDAQ,105105784832,,,,,1.122,21500.0,12470.0,11964.0,35319.0
171010.KQ,램테크놀러지,KOSDAQ,51046543360,,,,,0.757,6310.0,2525.0,118494.0,182381.0
084650.KQ,랩지노믹스,KOSDAQ,160358383616,,,,,,3915.0,1991.0,851624.0,798880.0
217500.KQ,러셀,KOSDAQ,52939370496,,,,1.64,1.126,2615.0,1282.0,47719.0,1539139.0
038390.KQ,레드캡투어,KOSDAQ,196804067328,,,,,,14600.0,8400.0,46768.0,34771.0
294140.KQ,레몬,KOSDAQ,152208556032,,,,,0.99,8700.0,2660.0,93603.0,157578.0
443250.KQ,레뷰코퍼레이션,KOSDAQ,110374535168,,,,5.36,0.187,16200.0,8700.0,8446.0,18493.0
228670.KQ,레이,KOSDAQ,69498478592,,,,,0.909,9600.0,4160.0,119637.0,93208.0
228850.KQ,레이언스,KOSDAQ,86235693056,,,,1.82,,7570.0,5240.0,7318.0,11756.0
412350.KQ,레이저쎌,KOSDAQ,23145224192,,,,,,5410.0,1920.0,6190553.0,273302.0
199550.KQ,레이저옵텍,KOSDAQ,72113537024,,,,,-0.663,12550.0,4660.0,58155.0,140152.0
281740.KQ,레이크머티리얼즈,KOSDAQ,830176362496,,,,0.4,1.228,20400.0,9790.0,189139.0,368534.0
277810.KQ,레인보우로보틱스,KOSDAQ,7090648121344,,,,,1.737,509000.0,122900.0,122649.0,300600.0
215100.KQ,로보로보,KOSDAQ,145439965184,,,,,0.687,11580.0,3165.0,504255.0,5353421.0
090360.KQ,로보스타,KOSDAQ,618149969920,,,,,2.374,108000.0,17880.0,355497.0,1506898.0
108490.KQ,로보티즈,KOSDAQ,2572608077824,,,,,1.751,294500.0,17980.0,477026.0,1777224.0
900260.KQ,로스웰,KOSDAQ,33453805568,,,,,0.461,1286.0,477.0,96110.0,90433.0
067730.KQ,로지시스,KOSDAQ,25684262912,,,,4.52,0.584,3975.0,2445.0,12160.0,18818.0
071280.KQ,로체시스템즈,KOSDAQ,138868604928,,,,0.54,,21750.0,9100.0,89365.0,93509.0
376900.KQ,로킷헬스케어,KOSDAQ,997340086272,,,,,,69400.0,13740.0,4005294.0,1898575.0
214610.KQ,롤링스톤,KOSDAQ,17719564288,,,,,0.235,19970.0,3250.0,24393.0,39092.0
328130.KQ,루닛,KOSDAQ,998384664576,,,,,1.316,85800.0,34150.0,164113.0,283064.0
038060.KQ,루멘스,KOSDAQ,31651819520,,,,,,1179.0,610.0,43931.0,96597.0
474170.KQ,루미르,KOSDAQ,142176124928,,,,,,13380.0,7110.0,125633.0,524516.0
141080.KQ,리가켐바이오,KOSDAQ,6488594055168,,,,,0.808,183100.0,89500.0,393072.0,440668.0
058470.KQ,리노공업,KOSDAQ,4128720551936,,,,1.1,1.444,60300.0,30280.0,539937.0,537315.0
016100.KQ,리더스코스메틱,KOSDAQ,40155463680,,,,,0.244,3105.0,2135.0,9893.0,26293.0
012700.KQ,리드코프,KOSDAQ,95468797952,,,,2.68,0.366,6730.0,3620.0,19151.0,57728.0
302550.KQ,리메드,KOSDAQ,96894656512,,,,,0.742,4595.0,2980.0,53871.0,639325.0
073570.KQ,리튬포어스,KOSDAQ,52943577088,,,,,-2.143,2130.0,651.0,202210.0,1379757.0
377450.KQ,리파인,KOSDAQ,182012379136,,,,,0.75,19020.0,10300.0,25136.0,67815.0
277070.KQ,린드먼아시아,KOSDAQ,59799805952,,,,,,7200.0,3180.0,13517.0,34313.0
042500.KQ,링네트,KOSDAQ,74492485632,,,,5.13,1.025,4533.3335,3320.8333,56116.0,100446.0
193250.KQ,링크드,KOSDAQ,26089230336,,,,,0.611,1118.0,380.0,226434.0,268440.0
474650.KQ,링크솔루션,KOSDAQ,168486764544,,,,,,37600.0,16630.0,152117.0,235313.0
219420.KQ,링크제니시스,KOSDAQ,53234999296,,,,,0.627,8350.0,4490.0,38695.0,67420.0
439090.KQ,마녀공장,KOSDAQ,248785764352,,,,,-1.171,22200.0,13200.0,250703.0,50825.0
195500.KQ,마니커에프앤지,KOSDAQ,44338950144,,,,,0.31,4150.0,2450.0,18603.0,60318.0
377480.KQ,마음AI,KOSDAQ,145735827456,,,,,0.806,28900.0,12750.0,79506.0,141007.0
305090.KQ,마이크로디지탈,KOSDAQ,127725666304,,,,,1.369,13630.0,6670.0,64282.0,150615.0
098120.KQ,마이크로컨텍솔,KOSDAQ,142896447488,,,,,,29800.0,4245.0,149241.0,175747.0
424980.KQ,마이크로투나노,KOSDAQ,49422733312,,,,,2.127,11920.0,4445.0,50468.0,94910.0
038290.KQ,마크로젠,KOSDAQ,166849150976,,,,,,18290.0,14700.0,23519.0,21659.0
267980.KQ,매일유업,KOSDAQ,258492481536,,,,3.51,0.149,39900.0,31700.0,7114.0,5235.0
005990.KQ,매일홀딩스,KOSDAQ,135248510976,,,,2.28,0.393,11840.0,8310.0,4735.0,6162.0
093520.KQ,매커스,KOSDAQ,183797481472,,,,,,29550.0,6810.0,54401.0,156715.0
100590.KQ,머큐리,KOSDAQ,50264219648,,,,,0.397,4680.0,3020.0,69685.0,212435.0
067280.KQ,멀티캠퍼스,KOSDAQ,192620314624,,,,,,37000.0,28050.0,1771.0,5436.0
072870.KQ,메가스터디,KOSDAQ,130382028800,,,,,,11760.0,9880.0,7954.0,12683.0
215200.KQ,메가스터디교육,KOSDAQ,445226549248,,,,3.57,-0.289,54800.0,36900.0,11965.0,20796.0
133750.KQ,메가엠디,KOSDAQ,39977795584,,,,3.31,0.653,3130.0,1749.0,48406.0,51674.0
446540.KQ,메가터치,KOSDAQ,70621396992,,,,,0.544,5090.0,2725.0,81376.0,191182.0
235980.KQ,메드팩토,KOSDAQ,275914719232,,,,,,8650.0,2750.0,2247481.0,935531.0
041920.KQ,메디아나,KOSDAQ,100558766080,,,,,,6670.0,4110.0,64199.0,44565.0
014100.KQ,메디앙스,KOSDAQ,19358121984,,,,,0.206,3650.0,1675.0,27885.0,25893.0
054180.KQ,메디콕스,KOSDAQ,12685637632,,,,,-0.411,6191.904,153.0,0.0,0.0
086900.KQ,메디톡스,KOSDAQ,802607595520,,,,3.93,0.288,182700.0,112100.0,27160.0,34638.0
078160.KQ,메디포스트,KOSDAQ,533986967552,,,,,,17650.0,7490.0,57178.0,138785.0
408920.KQ,메쎄이상,KOSDAQ,132212989952,,,,3.22,-0.636,3800.0,1964.0,59055.0,174898.0
021880.KQ,메이슨캐피탈,KOSDAQ,47277367296,,,,,,610.0,212.0,437434.0,484419.0
140410.KQ,메지온,KOSDAQ,2119979106304,,,,,,74300.0,25450.0,112340.0,174771.0
241770.KQ,메카로,KOSDAQ,212774043648,,,,0.69,1.193,28750.0,7380.0,42476.0,84387.0
059210.KQ,메타바이오메드,KOSDAQ,132659970048,,,,,,6600.0,3210.0,396677.0,500271.0
058110.KQ,멕아이씨에스,KOSDAQ,30995060736,,,,,,3445.0,1675.0,239536.0,121444.0
434480.KQ,모니터랩,KOSDAQ,47876263936,,,,,,6140.0,2780.0,47644.0,890191.0
080420.KQ,모다이노칩,KOSDAQ,132567212032,,,,,0.163,2460.0,1616.0,11663.0,12969.0
417970.KQ,모델솔루션,KOSDAQ,121153495040,,,,1.11,0.684,24200.0,7660.0,115303.0,334481.0
080160.KQ,모두투어,KOSDAQ,185414598656,,,,,,13950.0,9210.0,147818.0,126560.0
087260.KQ,모바일어플라이언스,KOSDAQ,54428381184,,,,,0.23,2650.0,1640.0,94722.0,330843.0
101330.KQ,모베이스,KOSDAQ,66682781696,,,,,,3665.0,2415.0,31209.0,76810.0
012860.KQ,모베이스전자,KOSDAQ,95865110528,,,,,0.975,1797.0,1262.0,76114.0,123221.0
363260.KQ,모비데이즈,KOSDAQ,49607548928,,,,,1.285,2885.0,1404.0,222482.0,1408578.0
348030.KQ,모비릭스,KOSDAQ,33901414400,,,,,0.487,5460.0,3530.0,3291.0,9122.0
250060.KQ,모비스,KOSDAQ,85140103168,,,,,0.164,3305.0,2100.0,462118.0,1869149.0
288980.KQ,모아데이타,KOSDAQ,32828731392,,,,,0.522,1666.0,910.0,186735.0,443400.0
142760.KQ,모아라이프플러스,KOSDAQ,64998313984,,,,,1.375,2250.0,999.0,407675.0,277265.0
033200.KQ,모아텍,KOSDAQ,28534040576,,,,,0.531,4575.0,2535.0,5395.0,24259.0
333050.KQ,모코엠시스,KOSDAQ,31836782592,,,,1.16,0.248,1996.0,1200.0,110670.0,1034949.0
118990.KQ,모트렉스,KOSDAQ,185147932672,,,,1.79,0.48,11750.0,7060.0,21979.0,49519.0
463480.KQ,모티브링크,KOSDAQ,100485799936,,,,,,22850.0,8110.0,106506.0,325067.0
006920.KQ,모헨즈,KOSDAQ,29996890112,,,,,,5490.0,2320.0,42812.0,96147.0
001810.KQ,무림SP,KOSDAQ,32918462464,,,,0.67,0.898,1879.0,1340.0,21926.0,61708.0
279600.KQ,미디어젠,KOSDAQ,33261944832,,,,,0.848,13990.0,6900.0,3630.0,7906.0
095500.KQ,미래나노텍,KOSDAQ,347561689088,,,,,,14160.0,6950.0,567311.0,576901.0
254490.KQ,미래반도체,KOSDAQ,211949846528,,,,,1.877,20350.0,9100.0,40052.0,160436.0
218150.KQ,미래생명자원,KOSDAQ,60046348288,,,,,0.339,4760.0,2965.0,37230.0,241882.0
100790.KQ,미래에셋벤처투자,KOSDAQ,410090831872,,,,,,8900.0,4170.0,190903.0,265078.0
448830.KQ,미래에셋비전스팩3호,KOSDAQ,10651799552,,,,,,2670.0,2025.0,166302.0,187709.0
477380.KQ,미래에셋비전스팩4호,KOSDAQ,16645499904,,,,,,2100.0,1942.0,2597.0,13669.0
477470.KQ,미래에셋비전스팩5호,KOSDAQ,11562800128,,,,,,2147.0,1900.0,29106.0,5758.0
478440.KQ,미래에셋비전스팩6호,KOSDAQ,13998600192,,,,,,2060.0,1955.0,4152.0,10314.0
482680.KQ,미래에셋비전스팩7호,KOSDAQ,16512149504,,,,,,2025.0,1944.0,10460.0,19099.0
049950.KQ,미래컴퍼니,KOSDAQ,115570253824,,,,,,26100.0,13390.0,188193.0,78764.0
207760.KQ,미스터블루,KOSDAQ,118714925056,,,,,1.5,2235.0,845.0,646517.0,2951685.0
059090.KQ,미코,KOSDAQ,413858693120,,,,,1.074,17620.0,6980.0,368014.0,799573.0
201490.KQ,미투온,KOSDAQ,122472071168,,,,,1.153,8240.0,1610.0,642673.0,2706710.0
475460.KQ,미트박스,KOSDAQ,46582951936,,,,,,20500.0,7900.0,34618.0,84821.0
452200.KQ,민테크,KOSDAQ,59147468800,,,,,,5500.0,2515.0,55299.0,237000.0
206640.KQ,바디텍메드,KOSDAQ,284489023488,,,,1.15,0.118,18670.0,12940.0,39456.0,59779.0
018700.KQ,바른손,KOSDAQ,31432370176,,,,,,1585.0,738.0,42517.0,92993.0
035620.KQ,바른손이앤에이,KOSDAQ,29558358016,,,,,0.834,590.0,343.0,278375.0,203187.0
053030.KQ,바이넥스,KOSDAQ,440134893568,,,,,,23250.0,12800.0,204506.0,322677.0
301300.KQ,바이브컴퍼니,KOSDAQ,45174685696,,,,,1.459,7320.0,3300.0,35550.0,33352.0
064550.KQ,바이오니아,KOSDAQ,336824303616,,,,,,20850.0,12910.0,117665.0,94424.0
314930.KQ,바이오다인,KOSDAQ,407074045952,,,,,1.598,18430.0,10870.0,55416.0,103054.0
489460.KQ,바이오비쥬,KOSDAQ,177825169408,,,,,,26500.0,11390.0,73216.0,161746.0
086820.KQ,바이오솔루션,KOSDAQ,196183851008,,,,,1.684,13200.0,5180.0,40950.0,74730.0
038460.KQ,바이오스마트,KOSDAQ,68114890752,,,,,,4595.0,2625.0,61477.0,84775.0
251120.KQ,바이오에프디엔씨,KOSDAQ,136463187968,,,,,0.647,23100.0,12230.0,21085.0,39102.0
199730.KQ,바이오인프라,KOSDAQ,22230157312,,,,8.75,0.708,8530.0,4535.0,14766.0,10159.0
086040.KQ,바이오톡스텍,KOSDAQ,42446131200,,,,,,4250.0,2585.0,16286.0,38745.0
188040.KQ,바이오포트,KOSDAQ,33968855040,,,,,-0.105,21500.0,7640.0,17938.0,47251.0
099430.KQ,바이오플러스,KOSDAQ,330265034752,,,,0.89,0.526,8420.0,4985.0,361164.0,615937.0
032980.KQ,바이온,KOSDAQ,6759818240,,,,,0.952,977.0,196.0,0.0,0.0
308080.KQ,바이젠셀,KOSDAQ,64005681152,,,,,1.048,4485.0,2305.0,33207.0,82020.0
043150.KQ,바텍,KOSDAQ,295599702016,,,,,,24400.0,18500.0,34973.0,35060.0
323990.KQ,박셀바이오,KOSDAQ,223164547072,,,,,3.721,13700.0,6970.0,59610.0,129065.0
267790.KQ,배럴,KOSDAQ,27604619264,,,,1.39,0.942,5330.0,3395.0,15671.0,17239.0
046310.KQ,백금T&A,KOSDAQ,50175975424,,,,,,3180.0,1996.0,63359.0,61738.0
331520.KQ,밸로프,KOSDAQ,27619915776,,,,,,1194.0,531.0,84932.0,183676.0
199480.KQ,뱅크웨어글로벌,KOSDAQ,64549466112,,,,,,10710.0,3970.0,149173.0,825098.0
438700.KQ,버넥트,KOSDAQ,35162128384,,,,,,7340.0,2425.0,43682.0,87631.0
066410.KQ,버킷스튜디오,KOSDAQ,0,,,,,,1153.0,0.0,,
382900.KQ,범한퓨얼셀,KOSDAQ,248463376384,,,,,,44200.0,11300.0,187467.0,944408.0
206400.KQ,베노티앤알,KOSDAQ,69241864192,,,,,-0.257,3800.0,1400.0,176125.0,244431.0
019010.KQ,베뉴지,KOSDAQ,98088001536,,,,,,2530.0,1985.0,427726.0,28931.0
177350.KQ,베셀,KOSDAQ,21752174592,,,,,1.309,1871.0,181.0,76534.0,1955866.0
457600.KQ,벡트,KOSDAQ,31732862976,,,,,,10640.0,2125.0,364359.0,85688.0
424760.KQ,벨로크,KOSDAQ,25231069184,,,,,,1720.0,673.0,228009.0,685218.0
250000.KQ,보라티알,KOSDAQ,55406284800,,,,2.96,0.858,11140.0,8020.0,6100.0,9183.0
310210.KQ,보로노이,KOSDAQ,4227184721920,,,,,2.002,244500.0,68000.0,93015.0,135438.0
006910.KQ,보성파워텍,KOSDAQ,241713332224,,,,,,6230.0,2100.0,1688584.0,6189902.0
226340.KQ,본느,KOSDAQ,31170617344,,,,,0.908,1543.0,685.0,17401950.0,581019.0
014470.KQ,부방,KOSDAQ,73737740288,,,,,,2810.0,1330.0,86499.0,94136.0
008470.KQ,부스타,KOSDAQ,31882743808,,,,1.27,0.385,4300.0,3140.0,4223.0,8698.0
338220.KQ,뷰노,KOSDAQ,305239752704,,,,,1.519,29650.0,15490.0,64508.0,139801.0
100120.KQ,뷰웍스,KOSDAQ,170905387008,,,,3.15,0.308,25300.0,18010.0,22880.0,40644.0
406820.KQ,뷰티스킨,KOSDAQ,41003982848,,,,,-0.028,15290.0,9280.0,9593.0,9099.0
099390.KQ,브레인즈컴퍼니,KOSDAQ,39211307008,,,,,,6830.0,4620.0,4329.0,25990.0
064480.KQ,브리지텍,KOSDAQ,52852469760,,,,2.19,0.63,7040.0,4420.0,42886.0,41278.0
365900.KQ,브이씨,KOSDAQ,19884015616,,,,,,4320.0,2465.0,20153.0,35065.0
089970.KQ,브이엠,KOSDAQ,522623287296,,,,,1.513,28450.0,5500.0,467128.0,571231.0
251630.KQ,브이원텍,KOSDAQ,71352868864,,,,2.14,1.081,6710.0,3400.0,14659.0,117347.0
018290.KQ,브이티,KOSDAQ,709850562560,,,,,0.043,45550.0,19800.0,338423.0,446474.0
478560.KQ,블랙야크아이앤씨,KOSDAQ,96978444288,,,,8.25,,6780.0,3195.0,30284.0,45590.0
439580.KQ,블루엠텍,KOSDAQ,147614482432,,,,,,9330.0,2953.3333,415210.0,1699427.0
033560.KQ,블루콤,KOSDAQ,46890123264,,,,,0.076,4080.0,2750.0,20583.0,36059.0
369370.KQ,블리츠웨이엔터테인먼트,KOSDAQ,67220525056,,,,,0.746,2120.0,1190.0,55249.0,51799.0
126340.KQ,비나텍,KOSDAQ,328156774400,,,,,,64100.0,21000.0,158972.0,202361.0
121800.KQ,비덴트,KOSDAQ,0,,,,,,3320.0,3320.0,,
082800.KQ,비보존 제약,KOSDAQ,216283496448,,,,,,13600.0,4110.0,314226.0,514209.0
318410.KQ,비비씨,KOSDAQ,43386445824,,,,5.12,0.575,10670.0,7120.0,12217.0,20207.0
419540.KQ,비스토스,KOSDAQ,39124664320,,,,,,2300.0,1202.0,149425.0,1214019.0
146320.KQ,비씨엔씨,KOSDAQ,150627975168,,,,,0.71,16140.0,7080.0,47346.0,109262.0
200780.KQ,비씨월드제약,KOSDAQ,42288664576,,,,2.2,0.857,5620.0,3536.3635,10996.0,11579.0
413640.KQ,비아이매트릭스,KOSDAQ,69797314560,,,,,-1.376,24000.0,7280.0,53269.0,76450.0
141000.KQ,비아트론,KOSDAQ,76023726080,,,,,,9120.0,6100.0,32374.0,25722.0
083650.KQ,비에이치아이,KOSDAQ,1327417524224,,,,,,61900.0,12500.0,685333.0,1163967.0
473370.KQ,비엔케이제2호스팩,KOSDAQ,8504200192.0,,,,,,2040.0,0.0,0.0,471.0
0068Y0.KQ,비엔케이제3호스팩,KOSDAQ,9050999808.0,,,,,,7700.0,2000.0,74610989.0,24811980.0
065170.KQ,비엘팜텍,KOSDAQ,16487595008.0,,,,,0.52,2890.0,586.6667,76154.0,134621.0
086670.KQ,비엠티,KOSDAQ,118329376768.0,,,,,,13750.0,6900.0,21833.0,49294.0
335890.KQ,비올,KOSDAQ,721786765312.0,,,,0.16,1.121,27500.0,6380.0,0.0,193508.0
230980.KQ,비유테크놀러지,KOSDAQ,0.0,,,,,,229.0,229.0,,
488900.KQ,비츠로넥스텍,KOSDAQ,,,,,,,20500.0,6900.0,48864829.0,16288273.0
082920.KQ,비츠로셀,KOSDAQ,589765672960.0,,,,,,34500.0,18170.0,48027.0,106984.0
054220.KQ,비츠로시스,KOSDAQ,22482405376.0,,,,,,550.0,309.0,413163.0,2045683.0
042370.KQ,비츠로테크,KOSDAQ,207504195584.0,,,,0.63,0.983,10980.0,6000.0,598932.0,305449.0
050090.KQ,비케이홀딩스,KOSDAQ,18578755584.0,,,,,,1427.0,515.0,630570.0,349826.0
148780.KQ,비큐AI,KOSDAQ,43206426624.0,,,,,1.397,3165.0,897.0,180502.0,433206.0
307870.KQ,비투엔,KOSDAQ,79532777472.0,,,,,0.705,1948.0,650.0,540941.0,510959.0
377030.KQ,비트맥스,KOSDAQ,78371725312.0,,,,,1.9,7420.0,1160.0,252852.0,348573.0
032850.KQ,비트컴퓨터,KOSDAQ,74981392384.0,,,,1.32,,5970.0,4405.0,48182.0,68971.0
049470.KQ,비트플래닛,KOSDAQ,79716982784.0,,,,,,3970.0,251.0,756657.0,2679219.0
238200.KQ,비피도,KOSDAQ,26216900608.0,,,,,1.199,4390.0,2750.0,9422.0,19477.0
093190.KQ,빅솔론,KOSDAQ,85159493632.0,,,,,,6380.0,3990.0,2692.0,6218.0
065450.KQ,빅텍,KOSDAQ,102577020928.0,,,,0.84,,5290.0,3530.0,159911.0,246327.0
044480.KQ,빌리언스,KOSDAQ,15637536768.0,,,,,0.728,714.0,283.0,1033835.0,9882628.0
069540.KQ,빛과전자,KOSDAQ,37055512576.0,,,,,0.662,1584.0,666.0,368934.0,2567456.0
072950.KQ,빛샘전자,KOSDAQ,48384167936.0,,,,1.16,0.508,7300.0,3135.0,225917.0,301366.0
451250.KQ,삐아,KOSDAQ,101340422144.0,,,,1.43,,13500.0,8010.0,1714134.0,148780.0
143240.KQ,사람인,KOSDAQ,141102940160.0,,,,3.72,0.135,19120.0,12650.0,20934.0,30760.0
466410.KQ,사이냅소프트,KOSDAQ,56384897024.0,,,,,,24400.0,11310.0,23084.0,31771.0
223310.KQ,사토시홀딩스,KOSDAQ,47609114624.0,,,,,0.26,7000.0,1765.0,73667.0,439114.0
452430.KQ,사피엔반도체,KOSDAQ,205302022144.0,,,,,0.954,33800.0,9270.0,39068.0,71970.0
419120.KQ,산돌,KOSDAQ,61750255616.0,,,,2.13,-0.445,9975.0,2555.0,103620.0,465148.0
122350.KQ,삼기,KOSDAQ,46275149824.0,,,,,0.667,1622.0,1009.0,53648.0,214479.0
419050.KQ,삼기에너지솔루션즈,KOSDAQ,106270613504.0,,,,,,2615.0,1467.0,142179.0,953068.0
014970.KQ,삼륭물산,KOSDAQ,118155247616.0,,,,0.94,0.408,13590.0,2520.0,654937.0,512512.0
018310.KQ,삼목에스폼,KOSDAQ,281818234880.0,,,,1.01,1.138,24600.0,18700.0,7889.0,18707.0
053700.KQ,삼보모터스,KOSDAQ,85803769856.0,,,,,,5170.0,3805.0,33219.0,63737.0
009620.KQ,삼보산업,KOSDAQ,31120615424.0,,,,,1.381,3775.0,1200.0,63511.0,175979.0
023600.KQ,삼보판지,KOSDAQ,141705641984.0,,,,2.77,,11300.0,7190.0,24518.0,13869.0
0044K0.KQ,삼성스팩10호,KOSDAQ,15009920000.0,,,,,,2190.0,1975.0,8406.0,72675.0
0071M0.KQ,삼성스팩11호,KOSDAQ,11502720000.0,,,,,,2400.0,1906.0,20405.0,505444.0
009300.KQ,삼아제약,KOSDAQ,99362406400.0,,,,,,19250.0,15400.0,7490.0,8624.0
482630.KQ,삼양엔씨켐,KOSDAQ,183855087616.0,,,,,,28750.0,14930.0,62198.0,116491.0
484590.KQ,삼양컴텍,KOSDAQ,474744356864.0,,,,,,22650.0,11450.0,579124.0,1378513.0
