Ticker,Name,Market,MarketCap,PER,PBR,EPS,DividendYield,Beta,52WeekHigh,52WeekLow,Volume,AverageVolume
030210.KS,다올투자증권,KOSPI,200487092224,,,,4.44,0.578,4250.0,2345.0,114058.0,118078.0
023590.KS,다우기술,KOSPI,1536170131456,,,,3.93,1.013,42350.0,17050.0,40011.0,79000.0
145210.KS,다이나믹디자인,KOSPI,27864563712,,,,,-0.486,2080.0,619.0,41014.0,436434.0
483650.KS,달바글로벌,KOSPI,1615382315008,,,,1.69,,247500.0,104600.0,104850.0,169646.0
019680.KS,대교,KOSPI,161272954880,,,,,0.571,2670.0,1885.0,57224.0,56277.0
019685.KS,대교우B,KOSPI,163116367872,,,,3.7,0.571,1600.0,1200.0,15520.0,19640.0
006370.KS,대구백화점,KOSPI,50498125824,,,,,0.726,11000.0,4965.0,30214.0,37461.0
008060.KS,대덕,KOSPI,351263981568,,,,4.92,,10540.0,6440.0,97103.0,135074.0
00806K.KS,대덕1우,KOSPI,317812047872,,,,5.47,,9740.0,6510.0,1327.0,3667.0
353200.KS,대덕전자,KOSPI,2439114129408,,,,0.84,1.455,54300.0,12870.0,1736747.0,1783914.0
35320K.KS,대덕전자1우,KOSPI,1672181317632,,,,2.59,1.455,18190.0,7030.0,105633.0,32043.0
000490.KS,대동,KOSPI,228856430592,,,,1.06,0.181,15880.0,8790.0,144321.0,99861.0
008110.KS,대동전자,KOSPI,0,,,,,,15040.0,15040.0,,
005750.KS,대림바스,KOSPI,85388886016,,,,2.88,0.521,5270.0,3525.0,127912.0,36462.0
006570.KS,대림통상,KOSPI,36681990144,,,,,0.557,3640.0,2280.0,1582.0,8601.0
001680.KS,대상,KOSPI,758184148992,,,,4.04,0.233,26100.0,18290.0,65629.0,80755.0
001685.KS,대상우,KOSPI,748995149824,,,,5.11,0.233,19800.0,15110.0,10438.0,7527.0
084690.KS,대상홀딩스,KOSPI,349727096832,,,,2.87,,18620.0,8050.0,94884.0,95343.0
084695.KS,대상홀딩스우,KOSPI,513081606144,,,,2.03,,31500.0,12100.0,7123.0,33767.0
128820.KS,대성산업,KOSPI,156959981568,,,,,,17100.0,2935.0,817658.0,215643.0
117580.KS,대성에너지,KOSPI,218916093952,,,,3.11,,11790.0,7250.0,21739.0,44439.0
016710.KS,대성홀딩스,KOSPI,133785640960,,,,3.0,,11260.0,6770.0,17619.0,18146.0
0030R0.KS,대신밸류리츠,KOSPI,269009993728,,,,1.62,,4960.0,4255.0,538479.0,86944.0
003540.KS,대신증권,KOSPI,1842536775680,,,,4.43,0.418,31950.0,15560.0,225162.0,290135.0
003547.KS,대신증권2우B,KOSPI,1608602615808,,,,6.02,0.418,21900.0,14060.0,26645.0,33699.0
003545.KS,대신증권우,KOSPI,1614252474368,,,,5.95,0.418,23200.0,14990.0,72465.0,80317.0
009190.KS,대양금속,KOSPI,62536167424,,,,,0.452,1998.0,1260.0,103079.0,215327.0
014160.KS,대영포장,KOSPI,105583869952,,,,,0.678,2525.0,940.0,188615.0,545229.0
047040.KS,대우건설,KOSPI,1419610161152,,,,,1.303,4805.0,2940.0,596951.0,1449750.0
003090.KS,대웅,KOSPI,940486361088,,,,0.87,,28850.0,17420.0,103502.0,138149.0
069620.KS,대웅제약,KOSPI,1979078410240,,,,0.35,0.517,181400.0,109000.0,33937.0,49689.0
000430.KS,대원강업,KOSPI,233739993088,,,,2.92,,4315.0,3245.0,65460.0,103842.0
006340.KS,대원전선,KOSPI,291669508096,,,,,1.092,4515.0,2205.0,7396228.0,5992748.0
006345.KS,대원전선우,KOSPI,105578438656.0,,,,,1.092,5990.0,2630.0,118722.0,138449.0
003220.KS,대원제약,KOSPI,270704345088.0,,,,2.38,,15910.0,12370.0,51235.0,32913.0
024890.KS,대원화성,KOSPI,31181088768.0,,,,,0.383,1310.0,744.0,64977.0,149321.0
002880.KS,대유에이텍,KOSPI,47510323200.0,,,,,,1530.0,863.0,119965.0,300036.0
012800.KS,대창,KOSPI,94789599232.0,,,,,0.746,1863.0,1118.0,342108.0,516785.0
015230.KS,대창단조,KOSPI,160108511232.0,,,,2.52,0.727,7080.0,4490.0,65080.0,117645.0
001070.KS,대한방직,KOSPI,23082692608.0,,,,,,7820.0,4730.0,17192.0,9910.0
006650.KS,대한유화,KOSPI,871447724032.0,,,,0.71,1.072,159900.0,68400.0,45094.0,49570.0
001440.KS,대한전선,KOSPI,4179794067456.0,,,,,1.613,28650.0,10000.0,3672110.0,3991215.0
084010.KS,대한제강,KOSPI,248253333504.0,,,,3.26,0.743,19210.0,14250.0,9449.0,17556.0
001790.KS,대한제당,KOSPI,246651863040.0,,,,4.2,,4500.0,2510.0,182059.0,215548.0
001795.KS,대한제당우,KOSPI,32699058176.0,,,,5.08,,5970.0,2205.0,32592.0,28707.0
001130.KS,대한제분,KOSPI,232794406912.0,,,,2.48,,172700.0,120900.0,3063.0,2574.0
439260.KS,대한조선,KOSPI,2508062982144.0,,,,,,116000.0,57300.0,298095.0,538369.0
003490.KS,대한항공,KOSPI,7904678117376.0,,,,3.5,,26750.0,19990.0,463029.0,1266566.0
003495.KS,대한항공우,KOSPI,8734687363072.0,,,,3.38,,30400.0,20000.0,2388.0,7200.0
005880.KS,대한해운,KOSPI,557707362304.0,,,,,1.483,1978.0,1364.0,3028502.0,2849649.0
003830.KS,대한화섬,KOSPI,126848802816.0,,,,0.64,,151000.0,102600.0,30.0,210.0
016090.KS,대현,KOSPI,75457060864.0,,,,5.28,0.439,2445.0,1651.0,116363.0,86140.0
069460.KS,대호에이엘,KOSPI,151154884608.0,,,,,1.32,2005.0,1116.0,479090.0,533398.0
475560.KS,더본코리아,KOSPI,373110145024.0,,,,1.19,,40850.0,23750.0,21551.0,30473.0
192080.KS,더블유게임즈,KOSPI,1033078243328.0,,,,2.32,0.125,63800.0,45550.0,34775.0,44980.0
012510.KS,더존비즈온,KOSPI,2629089624064.0,,,,0.51,,96600.0,49850.0,135160.0,314830.0
004830.KS,덕성,KOSPI,77391175680.0,,,,2.04,,9160.0,4740.0,45408.0,302405.0
004835.KS,덕성우,KOSPI,108168585216.0,,,,1.47,,14770.0,6790.0,6057.0,34962.0
145720.KS,덴티움,KOSPI,423864238080.0,,,,1.22,,85500.0,48850.0,50694.0,39827.0
002150.KS,도화엔지니어링,KOSPI,202438606848.0,,,,4.61,,7400.0,5810.0,28754.0,34547.0
460850.KS,동국씨엠,KOSPI,158196596736.0,,,,8.04,,7290.0,5030.0,18002.0,45904.0
460860.KS,동국제강,KOSPI,411265335296.0,,,,6.02,1.242,12400.0,7750.0,161973.0,164881.0
001230.KS,동국홀딩스,KOSPI,230462439424.0,,,,6.75,,9480.0,6300.0,22389.0,39170.0
023450.KS,동남합성,KOSPI,103204708352.0,,,,3.34,0.151,35200.0,28900.0,1057.0,1449.0
004140.KS,동방,KOSPI,127134187520.0,,,,0.75,,4120.0,1850.0,274680.0,936235.0
007590.KS,동방아그로,KOSPI,75674714112.0,,,,4.92,0.188,6370.0,5920.0,1598.0,6868.0
005960.KS,동부건설,KOSPI,129686904832.0,,,,3.58,0.744,6890.0,3375.0,30329.0,74028.0
005965.KS,동부건설우,KOSPI,356812980224.0,,,,1.63,0.744,28000.0,12600.0,2387.0,1533.0
026960.KS,동서,KOSPI,2757896962048.0,,,,4.08,0.388,32200.0,22450.0,64219.0,70859.0
002210.KS,동성제약,KOSPI,23749335040.0,,,,,-0.093,5470.0,973.0,0.0,0.0
102260.KS,동성케미컬,KOSPI,204644548608.0,,,,3.61,0.475,4615.0,3500.0,59788.0,74901.0
000640.KS,동아쏘시오홀딩스,KOSPI,682453893120.0,,,,1.6,,125300.0,90582.52,18461.0,14037.0
170900.KS,동아에스티,KOSPI,485650071552.0,,,,1.32,0.482,62843.137,40900.0,16315.0,23397.0
028100.KS,동아지질,KOSPI,204150226944.0,,,,3.18,0.439,17700.0,12060.0,12545.0,19817.0
001520.KS,동양,KOSPI,155192786944.0,,,,,0.842,1330.0,507.0,1384594.0,24159044.0
001527.KS,동양2우B,KOSPI,1630096195584.0,,,,,0.842,16520.0,6200.0,1976.0,22031.0
084670.KS,동양고속,KOSPI,41065660416.0,,,,,,15740.0,6410.0,523371.0,34900.0
082640.KS,동양생명,KOSPI,976951705600.0,,,,,0.327,8890.0,4375.0,96419.0,202590.0
001525.KS,동양우,KOSPI,211230408704.0,,,,,0.842,11530.0,3570.0,6554.0,72838.0
018500.KS,동원금속,KOSPI,60300795904.0,,,,3.88,,2800.0,960.0,92254.0,236813.0
006040.KS,동원산업,KOSPI,2035140132864.0,,,,3.58,0.239,55400.0,30181.818,33097.0,66040.0
030720.KS,동원수산,KOSPI,28574363648.0,,,,,0.802,7500.0,4105.0,412334.0,128917.0
014820.KS,동원시스템즈,KOSPI,772342349824.0,,,,3.41,1.198,47750.0,26250.0,12107.0,25768.0
014825.KS,동원시스템즈우,KOSPI,819946520576.0,,,,5.56,1.198,22350.0,16350.0,139.0,219.0
111380.KS,동인기연,KOSPI,77535182848.0,,,,7.02,,19690.0,12860.0,1783.0,10012.0
163560.KS,동일고무벨트,KOSPI,92852002816.0,,,,2.25,,8410.0,6070.0,22858.0,71329.0
004890.KS,동일산업,KOSPI,83935248384.0,,,,3.23,-0.187,47250.0,37350.0,1427.0,1231.0
002690.KS,동일제강,KOSPI,30490189824.0,,,,,,1831.0,1160.0,20218.0,48024.0
000020.KS,동화약품,KOSPI,169356558336.0,,,,2.95,0.362,7140.0,5600.0,61917.0,59752.0
000150.KS,두산,KOSPI,15253124415488.0,,,,0.23,1.504,1082000.0,187900.0,148352.0,151986.0
000157.KS,두산2우B,KOSPI,1336386387968.0,,,,0.41,1.504,616000.0,89000.0,2833.0,3461.0
454910.KS,두산로보틱스,KOSPI,4602218414080.0,,,,,,95500.0,39550.0,147992.0,549693.0
241560.KS,두산밥캣,KOSPI,5197259079680.0,,,,3.68,0.771,73900.0,37000.0,218966.0,269507.0
034020.KS,두산에너빌리티,KOSPI,46818004041728.0,,,,,1.605,97400.0,16910.0,3710469.0,6731343.0
000155.KS,두산우,KOSPI,15108178706432.0,,,,0.38,1.504,643000.0,93000.0,38066.0,37802.0
336260.KS,두산퓨얼셀,KOSPI,2459134328832.0,,,,,1.764,46300.0,12500.0,1399263.0,2307667.0
33626K.KS,두산퓨얼셀1우,KOSPI,1980309176320.0,,,,,1.764,9720.0,3940.0,28254.0,114748.0
33626L.KS,두산퓨얼셀2우B,KOSPI,,,,,,1.764,14300.0,6720.0,1604.0,25014.0
016740.KS,두올,KOSPI,110357381120.0,,,,3.16,,4240.0,2750.0,199064.0,202920.0
192650.KS,드림텍,KOSPI,453085986816.0,,,,2.95,0.565,9490.0,5500.0,175783.0,151989.0
024090.KS,디씨엠,KOSPI,104491212800.0,,,,6.59,0.041,14790.0,10420.0,19583.0,7998.0
003160.KS,디아이,KOSPI,581474779136.0,,,,0.45,1.479,27800.0,9860.0,945071.0,1776656.0
092200.KS,디아이씨,KOSPI,273545887744.0,,,,,1.51,7930.0,3250.0,5161509.0,2639491.0
377190.KS,디앤디플랫폼리츠,KOSPI,305422008320.0,,,,6.95,,3520.0,2730.0,81951.0,93925.0
013570.KS,디와이,KOSPI,105460793344.0,,,,2.81,0.911,4845.0,3330.0,45704.0,44683.0
024900.KS,디와이덕양,KOSPI,68422193152.0,,,,2.37,0.938,3200.0,2035.0,61226.0,154213.0
210540.KS,디와이파워,KOSPI,141589970944.0,,,,2.73,0.929,14180.0,10520.0,49587.0,36437.0
032350.KS,롯데관광개발,KOSPI,1745891753984.0,,,,,0.821,22600.0,7060.0,1936074.0,1271273.0
089860.KS,롯데렌탈,KOSPI,1187979853824.0,,,,3.64,,35950.0,26050.0,32807.0,36604.0
330590.KS,롯데리츠,KOSPI,1147206500352.0,,,,5.89,,4070.0,2880.0,294852.0,381848.0
000400.KS,롯데손해보험,KOSPI,537851428864.0,,,,,0.35,2255.0,1500.0,120284.0,1445988.0
023530.KS,롯데쇼핑,KOSPI,2100508491776.0,,,,6.73,0.197,83900.0,51800.0,96019.0,65621.0
020150.KS,롯데에너지머티리얼즈,KOSPI,2157457178624.0,,,,,,43450.0,19460.0,1791114.0,331150.0
280360.KS,롯데웰푸드,KOSPI,1080402837504.0,,,,2.7,-0.047,130300.0,99500.0,22210.0,18572.0
286940.KS,롯데이노베이트,KOSPI,288970899456.0,,,,3.66,0.069,28450.0,16080.0,14654.0,19270.0
004000.KS,롯데정밀화학,KOSPI,1149970546688.0,,,,3.1,,50300.0,30250.0,39499.0,69609.0
004990.KS,롯데지주,KOSPI,2167406723072.0,,,,3.96,0.438,36100.0,19780.0,231428.0,300484.0
00499K.KS,롯데지주우,KOSPI,2256665051136.0,,,,4.05,0.438,44150.0,24000.0,1572.0,1506.0
005300.KS,롯데칠성,KOSPI,1252752621568.0,,,,2.73,0.178,143100.0,99500.0,33413.0,19835.0
005305.KS,롯데칠성우,KOSPI,1197816545280.0,,,,4.9,0.178,80100.0,60000.0,1192.0,1833.0
011170.KS,롯데케미칼,KOSPI,3289037668352.0,,,,1.92,1.081,89200.0,51800.0,60861.0,169763.0
071840.KS,롯데하이마트,KOSPI,176525475840.0,,,,3.93,0.58,9570.0,6660.0,17141.0,28377.0
027740.KS,마니커,KOSPI,48959438848.0,,,,,,1329.0,735.0,97225.0,154126.0
357430.KS,마스턴프리미어리츠,KOSPI,47679795200.0,,,,12.28,,1820.0,1392.0,22992.0,42157.0
001080.KS,만호제강,KOSPI,152718688256.0,,,,,0.321,54800.0,21450.0,48931.0,27726.0
088980.KS,맥쿼리인프라,KOSPI,4020986970112.0,,,,,,12070.0,10270.0,1433470.0,1151367.0
094800.KS,맵스리얼티,KOSPI,391154237440.0,,,,,,5410.0,0.0,,
138040.KS,메리츠금융지주,KOSPI,18961624203264.0,,,,1.23,,131000.0,96700.0,202883.0,244350.0
090370.KS,메타랩스,KOSPI,39942209536.0,,,,,-0.716,2615.0,1164.0,502008.0,999859.0
118000.KS,메타케어,KOSPI,52563214336.0,,,,,0.508,413.0,266.0,667538.0,2469455.0
017180.KS,명문제약,KOSPI,58967576576.0,,,,,0.562,2255.0,1412.0,75720.0,92515.0
009900.KS,명신산업,KOSPI,431829188608.0,,,,1.82,0.751,12290.0,7110.0,55206.0,137148.0
317450.KS,명인제약,KOSPI,1035140005888.0,,,,,,134500.0,66850.0,115656.0,646684.0
012690.KS,모나리자,KOSPI,81164918784,,,,,0.28,3470.0,2110.0,35530.0,67523.0
005360.KS,모나미,KOSPI,37889101824,,,,1.5,0.24,3190.0,1842.0,934446.0,1100243.0
070960.KS,모나용평,KOSPI,160362201088,,,,,0.859,5700.0,2855.0,175516.0,137263.0
009680.KS,모토닉,KOSPI,226657501184,,,,5.73,0.545,11740.0,8260.0,32269.0,43080.0
009580.KS,무림P&P,KOSPI,155597619200,,,,4.01,0.507,3425.0,2340.0,24807.0,60454.0
009200.KS,무림페이퍼,KOSPI,83177013248,,,,5.0,,2565.0,1906.0,54848.0,122589.0
033920.KS,무학,KOSPI,217722060800,,,,7.91,,9270.0,5850.0,39984.0,72698.0
008420.KS,문배철강,KOSPI,37135769600,,,,2.5,0.544,3090.0,1989.0,66734.0,454642.0
025560.KS,미래산업,KOSPI,853272231936,,,,,1.46,19840.0,9900.0,41004.0,54749.0
007120.KS,미래아이앤지,KOSPI,22896769024,,,,,1.178,1357.0,765.0,32031.0,76054.0
396690.KS,미래에셋글로벌리츠,KOSPI,104163622912,,,,10.8,,2845.0,2495.0,87183.0,68408.0
357250.KS,미래에셋맵스리츠,KOSPI,68986486784,,,,9.93,,2855.0,2290.0,27607.0,40466.0
085620.KS,미래에셋생명,KOSPI,1166491254784,,,,,0.23,10100.0,4250.0,99336.0,167872.0
006800.KS,미래에셋증권,KOSPI,12383363792896,,,,1.18,,27800.0,7920.0,2950259.0,3807619.0
00680K.KS,미래에셋증권2우B,KOSPI,11749642207232,,,,2.55,,11380.0,3820.0,584371.0,708503.0
006805.KS,미래에셋증권우,KOSPI,11411369492480,,,,2.68,,12200.0,4090.0,83505.0,107316.0
081660.KS,미스토홀딩스,KOSPI,2348606816256,,,,4.32,,43250.0,32700.0,144903.0,108235.0
002840.KS,미원상사,KOSPI,673618132992,,,,1.37,,202500.0,137100.0,3672.0,3362.0
268280.KS,미원에스씨,KOSPI,667218542592,,,,2.04,,170000.0,131200.0,1652.0,861.0
107590.KS,미원홀딩스,KOSPI,155829780480,,,,1.04,-0.029,80000.0,66000.0,180.0,509.0
134380.KS,미원화학,KOSPI,172198461440,,,,4.67,0.233,90000.0,74200.0,129.0,1180.0
003650.KS,미창석유,KOSPI,164763418624,,,,2.75,0.083,121000.0,86200.0,811.0,883.0
377740.KS,바이오노트,KOSPI,556473253888,,,,3.64,,6320.0,4150.0,68088.0,70596.0
003610.KS,방림,KOSPI,176707043328,,,,1.18,0.113,5640.0,3345.0,424574.0,112248.0
035150.KS,백산,KOSPI,279116152832,,,,2.63,0.685,15950.0,12400.0,20942.0,41174.0
002410.KS,범양건영,KOSPI,53169524736,,,,,0.67,4195.0,1933.0,0.0,0.0
007210.KS,벽산,KOSPI,96344825856,,,,2.15,,2545.0,1597.0,68951.0,201043.0
002760.KS,보락,KOSPI,60738600960,,,,0.49,0.42,1218.0,970.0,67745.0,161429.0
003850.KS,보령,KOSPI,702877663232,,,,1.2,0.612,11100.0,7680.0,207813.0,148700.0
000890.KS,보해양조,KOSPI,59802501120,,,,,0.354,581.0,410.0,117787.0,321178.0
003000.KS,부광약품,KOSPI,371472498688,,,,1.33,0.769,5700.0,3200.0,305466.0,545109.0
001270.KS,부국증권,KOSPI,566216949760,,,,2.36,0.589,84600.0,24550.0,20908.0,133947.0
001275.KS,부국증권우,KOSPI,277076672512,,,,5.24,0.589,32950.0,20250.0,2629.0,5351.0
026940.KS,부국철강,KOSPI,40399998976,,,,3.71,,2930.0,1991.0,40673.0,118863.0
011390.KS,부산산업,KOSPI,76348801024,,,,0.35,1.024,124700.0,52700.0,1464.0,5522.0
005030.KS,부산주공,KOSPI,0,,,,,,486.0,486.0,,
006740.KS,블루산업개발,KOSPI,47268687872,,,,,1.728,1320.0,867.0,68872.0,191448.0
002070.KS,비비안,KOSPI,29513037824,,,,,,1445.0,632.0,101741.0,207579.0
100220.KS,비상교육,KOSPI,66035666944,,,,,0.809,7920.0,3920.0,18745.0,40251.0
090460.KS,비에이치,KOSPI,487809122304,,,,1.58,0.367,19790.0,11030.0,280756.0,739528.0
005180.KS,빙그레,KOSPI,658714198016,,,,4.43,0.154,218633.55,68600.0,18520.0,41256.0
003960.KS,사조대림,KOSPI,330562011136,,,,0.79,0.869,49200.0,34150.0,21679.0,18735.0
008040.KS,사조동아원,KOSPI,156732162048,,,,1.8,0.383,1536.0,884.0,569032.0,3702253.0
007160.KS,사조산업,KOSPI,268999999488,,,,,,72900.0,31850.0,52022.0,10242.0
014710.KS,사조씨푸드,KOSPI,144980148224,,,,,1.05,10800.0,4025.0,765964.0,84454.0
006090.KS,사조오양,KOSPI,87348764672,,,,1.62,0.537,11200.0,7610.0,17574.0,12805.0
062040.KS,산일전기,KOSPI,4019862372352,,,,0.32,,178900.0,43350.0,298100.0,699331.0
001470.KS,삼부토건,KOSPI,79699591168,,,,,,1365.0,344.0,0.0,0.0
028050.KS,삼성E&A,KOSPI,4948999798784,,,,2.61,0.873,30650.0,16300.0,498726.0,775648.0
448730.KS,삼성FN리츠,KOSPI,416553762816,,,,6.03,,4705.0,4195.0,114108.0,84245.0
006400.KS,삼성SDI,KOSPI,22703113240576,,,,0.34,,354500.0,157700.0,345160.0,699466.0
006405.KS,삼성SDI우,KOSPI,24300989972480,,,,0.59,,201500.0,96600.0,9640.0,12422.0
006660.KS,삼성공조,KOSPI,113037811712,,,,0.56,,21350.0,8110.0,73312.0,193876.0
028260.KS,삼성물산,KOSPI,35345500471296,,,,1.2,0.681,234000.0,108100.0,408920.0,350626.0
02826K.KS,삼성물산우B,KOSPI,35277024264192,,,,1.92,0.681,149000.0,81300.0,7942.0,8575.0
207940.KS,삼성바이오로직스,KOSPI,56521253715968,,,,,0.252,1944983.0,1221000.0,0.0,38899.0
032830.KS,삼성생명,KOSPI,26289748574208,,,,3.07,0.596,170400.0,73300.0,135170.0,317879.0
018260.KS,삼성에스디에스,KOSPI,13072180707328,,,,1.72,,198800.0,109000.0,148050.0,217599.0
009150.KS,삼성전기,KOSPI,16431526707200,,,,0.83,1.209,250500.0,105600.0,689878.0,550537.0
009155.KS,삼성전기우,KOSPI,16380771434496,,,,1.91,1.209,108800.0,49200.0,31395.0,30603.0
005930.KS,삼성전자,KOSPI,633840670343168,,,,1.56,0.927,112400.0,50800.0,23103574.0,22141702.0
005935.KS,삼성전자우,KOSPI,606512598745088,,,,2.05,0.927,87500.0,41700.0,2517574.0,2895666.0
001360.KS,삼성제약,KOSPI,130921332736,,,,,1.293,1990.0,1370.0,228169.0,371370.0
010140.KS,삼성중공업,KOSPI,21652712718336,,,,,0.923,32500.0,9950.0,2758376.0,6283363.0
016360.KS,삼성증권,KOSPI,6885030232064,,,,4.54,,84400.0,41550.0,304402.0,362762.0
068290.KS,삼성출판사,KOSPI,119299997696,,,,1.68,0.736,24000.0,11800.0,81247.0,38624.0
029780.KS,삼성카드,KOSPI,5719693197312,,,,5.22,0.224,59700.0,38100.0,72781.0,63969.0
000810.KS,삼성화재,KOSPI,19979472732160,,,,4.04,0.177,528000.0,327000.0,75340.0,93676.0
000815.KS,삼성화재우,KOSPI,19835140440064,,,,5.37,0.177,389500.0,255500.0,8460.0,11267.0
006110.KS,삼아알미늄,KOSPI,329546924032,,,,0.11,0.814,48250.0,17550.0,32918.0,77735.0
145990.KS,삼양사,KOSPI,521893838848,,,,3.37,,59600.0,41450.0,12899.0,15028.0
145995.KS,삼양사우,KOSPI,502200008704,,,,4.9,,39900.0,27800.0,149.0,772.0
003230.KS,삼양식품,KOSPI,10292216987648,,,,0.32,,1665000.0,500000.0,54428.0,50409.0
002170.KS,삼양통상,KOSPI,141504004096,,,,2.8,,60700.0,44900.0,1627.0,1212.0
272550.KS,삼양패키징,KOSPI,211107463168,,,,3.63,,17170.0,12500.0,11097.0,57209.0
000070.KS,삼양홀딩스,KOSPI,731774255104,,,,3.35,0.813,118483.51,59297.066,0.0,12897.0
003720.KS,삼영,KOSPI,199848345600,,,,0.33,0.985,6890.0,3050.0,2126095.0,1155318.0
002810.KS,삼영무역,KOSPI,269357432832,,,,4.58,,18470.0,12300.0,6170.0,16643.0
005680.KS,삼영전자,KOSPI,194212724736,,,,2.94,,11970.0,9520.0,17584.0,28649.0
023000.KS,삼원강재,KOSPI,93984997376,,,,4.65,,2625.0,2200.0,15252.0,27889.0
004380.KS,삼익THK,KOSPI,206171996160,,,,1.0,0.933,15500.0,7220.0,0.0,0.0
002450.KS,삼익악기,KOSPI,91693277184,,,,4.15,0.694,1612.0,1030.0,92561.0,135105.0
004440.KS,삼일씨엔에스,KOSPI,54747373568,,,,,0.511,5980.0,3135.0,11448.0,15604.0
000520.KS,삼일제약,KOSPI,218453114880,,,,,,15400.0,9120.0,309089.0,260428.0
009770.KS,삼정펄프,KOSPI,74374135808,,,,3.36,0.523,33500.0,24700.0,4659.0,5064.0
005500.KS,삼진제약,KOSPI,245155495936,,,,4.0,0.222,21300.0,16590.0,47037.0,46689.0
004690.KS,삼천리,KOSPI,436220788736,,,,2.35,0.451,176800.0,84500.0,14828.0,10691.0
010960.KS,삼호개발,KOSPI,77757603840,,,,4.14,0.415,5130.0,2915.0,243408.0,58284.0
004450.KS,삼화왕관,KOSPI,53762682880,,,,4.01,0.47,42950.0,28800.0,2925.0,2793.0
009470.KS,삼화전기,KOSPI,186509721600,,,,1.77,,45700.0,23600.0,38210.0,138320.0
011230.KS,삼화전자,KOSPI,53946638336,,,,,,6400.0,2700.0,60499.0,376877.0
001820.KS,삼화콘덴서,KOSPI,290386313216,,,,1.77,,36700.0,21500.0,61061.0,185322.0
000390.KS,삼화페인트,KOSPI,140948226048,,,,6.16,1.465,7370.0,5260.0,11988.0,40459.0
001290.KS,상상인증권,KOSPI,70984245248,,,,,0.505,950.0,397.0,167750.0,2173948.0
041650.KS,상신브레이크,KOSPI,50820812800,,,,3.81,1.047,3660.0,2550.0,8793.0,62820.0
075180.KS,새론오토모티브,KOSPI,59039997952,,,,4.55,0.598,3750.0,3015.0,11389.0,7147.0
007540.KS,샘표,KOSPI,101579587584,,,,0.4,-0.186,63300.0,35600.0,8048.0,50500.0
248170.KS,샘표식품,KOSPI,136997879808,,,,0.67,0.544,34750.0,22300.0,28698.0,51243.0
007860.KS,서연,KOSPI,199272890368,,,,2.18,,12470.0,5780.0,38485.0,45746.0
200880.KS,서연이화,KOSPI,316706652160,,,,2.13,1.585,14850.0,10290.0,55137.0,116626.0
017390.KS,서울가스,KOSPI,256811319296.0,,,,3.83,0.408,71800.0,47500.0,8843.0,8994.0
031210.KS,서울보증보험,KOSPI,3445695971328.0,,,,5.81,,57000.0,26550.0,36877.0,78152.0
004410.KS,서울식품,KOSPI,60360056832.0,,,,,0.629,188.0,136.0,1682377.0,5021638.0
004415.KS,서울식품우,KOSPI,471451893760.0,,,,,0.629,1685.0,1082.0,1099.0,19036.0
021050.KS,서원,KOSPI,48898830336.0,,,,,0.457,1533.0,990.0,110842.0,139431.0
008490.KS,서흥,KOSPI,244064534528.0,,,,0.91,0.326,32600.0,11920.0,55282.0,111717.0
007610.KS,선도전기,KOSPI,0.0,,,,,,3000.0,2975.0,,
136490.KS,선진,KOSPI,225426898944.0,,,,1.05,1.015,15150.0,5090.0,59375.0,113747.0
014910.KS,성문전자,KOSPI,22339690496.0,,,,,0.793,1353.0,966.0,19880.0,86234.0
014915.KS,성문전자우,KOSPI,89914048512.0,,,,,0.793,5440.0,3305.0,898.0,6949.0
004980.KS,성신양회,KOSPI,239231418368.0,,,,3.67,,15470.0,6830.0,24180.0,74158.0
004985.KS,성신양회우,KOSPI,270376075264.0,,,,3.68,,24800.0,10000.0,1634.0,2847.0
011300.KS,성안머티리얼스,KOSPI,57573777408.0,,,,,0.573,766.4,330.4,491338.0,2620354.0
000180.KS,성창기업지주,KOSPI,101139816448.0,,,,,,1866.0,1121.0,196328.0,71058.0
002420.KS,세기상사,KOSPI,29431842816.0,,,,,0.298,6480.0,4735.0,8133.0,5078.0
004360.KS,세방,KOSPI,287572131840.0,,,,2.26,1.657,16700.0,10400.0,26685.0,47087.0
004365.KS,세방우,KOSPI,262213156864.0,,,,3.43,1.657,11500.0,7020.0,786.0,6940.0
004490.KS,세방전지,KOSPI,775776174080.0,,,,1.87,,88000.0,57300.0,238218.0,54131.0
001430.KS,세아베스틸지주,KOSPI,950346186752.0,,,,4.53,0.928,35150.0,14750.0,49870.0,112122.0
306200.KS,세아제강,KOSPI,325651628032.0,,,,6.02,,217500.0,111000.0,6054.0,7132.0
003030.KS,세아제강지주,KOSPI,549098651648.0,,,,1.32,,292500.0,133900.0,7630.0,10946.0
019440.KS,세아특수강,KOSPI,130179956736.0,,,,6.41,,18630.0,12660.0,8221.0,18061.0
058650.KS,세아홀딩스,KOSPI,451890642944.0,,,,3.45,,161500.0,88600.0,259.0,1248.0
013000.KS,세우글로벌,KOSPI,33668595712.0,,,,2.56,1.004,1900.0,1026.0,44352.0,92628.0
021820.KS,세원정공,KOSPI,122999996416.0,,,,1.63,,13500.0,6590.0,16047.0,17618.0
067830.KS,세이브존I&C,KOSPI,87799758848.0,,,,1.29,0.361,3005.0,1822.0,87185.0,27521.0
075580.KS,세진중공업,KOSPI,1037502578688.0,,,,1.1,1.006,27400.0,6410.0,406304.0,2643593.0
068270.KS,셀트리온,KOSPI,42146019147776.0,,,,0.37,,203500.0,144615.39,636980.0,652338.0
